Provinsi/Kabupaten/Kota/Indonesia,
,[Metode Baru] Rata-rata Lama Sekolah (Tahun)
,2018
ACEH,9.09
Simeulue,9.07
Aceh Singkil,8.05
Aceh Selatan,8.38
Aceh Tenggara,9.64
Aceh Timur,7.85
Aceh Tengah,9.68
Aceh Barat,9.08
Aceh Besar,10.14
Pidie,8.81
Bireuen,9.17
Aceh Utara,8.11
Aceh Barat Daya,8.13
Gayo Lues,7.69
Aceh Tamiang,8.7
Nagan Raya,8.26
Aceh Jaya,8.37
Bener Meriah,9.56
Pidie Jaya,8.86
Kota Banda Aceh,12.6
Kota Sabang,10.97
Kota Langsa,11.06
Kota Lhokseumawe,10.89
Kota Subulussalam,7.39
SUMATERA UTARA,9.34
Nias,4.94
Mandailing Natal,8.11
Tapanuli Selatan,8.7
Tapanuli Tengah,8.29
Tapanuli Utara,9.65
Toba Samosir / Toba,10.34
Labuhan Batu,9.04
Asahan,8.47
Simalungun,9.18
Dairi,9.15
Karo,9.55
Deli Serdang,9.92
Langkat,8.52
Nias Selatan,5.2
Humbang Hasundutan,9.28
Pakpak Bharat,8.48
Samosir,9.14
Serdang Bedagai,8.51
Batu Bara,7.84
Padang Lawas Utara,9.06
Padang Lawas,8.67
Labuhan Batu Selatan,8.71
Labuhan Batu Utara,8.35
Nias Utara,6.09
Nias Barat,6
Kota Sibolga,9.91
Kota Tanjung Balai,9.24
Kota Pematang Siantar,11.08
Kota Tebing Tinggi,10.24
Kota Medan,11.37
Kota Binjai,10.75
Kota Padangsidimpuan,10.63
Kota Gunungsitoli,8.41
SUMATERA BARAT,8.76
Kepulauan Mentawai,6.95
Pesisir Selatan,8.14
Solok,7.84
Sijunjung,7.77
Tanah Datar,8.44
Padang Pariaman,7.5
Agam,8.69
Lima Puluh Kota,7.97
Pasaman,7.66
Solok Selatan,8.15
Dharmasraya,8.25
Pasaman Barat,7.86
Kota Padang,11.33
Kota Solok,11.01
Kota Sawah Lunto,9.94
Kota Padang Panjang,11.44
Kota Bukittinggi,11.31
Kota Payakumbuh,10.46
Kota Pariaman,10.36
RIAU,8.92
Kuantan Singingi,8.31
Indragiri Hulu,8.16
Indragiri Hilir,7.19
Pelalawan,8.44
Siak,9.64
Kampar,9.1
Rokan Hulu,8.37
Bengkalis,9.21
Rokan Hilir,8.15
Kepulauan Meranti,7.48
Kota Pekanbaru,11.22
Kota Dumai,9.84
JAMBI,8.23
Kerinci,8.2
Merangin,7.67
Sarolangun,7.63
Batang Hari,7.82
Muaro Jambi,8.09
Tanjung Jabung Timur,6.34
Tanjung Jabung Barat,7.56
Tebo,7.56
Bungo,8.09
Kota Jambi,10.67
Kota Sungai Penuh,9.84
SUMATERA SELATAN,8
Ogan Komering Ulu,8.68
Ogan Komering Ilir,7.02
Muara Enim,7.6
Lahat,8.44
Musi Rawas,7.28
Musi Banyuasin,7.6
Banyu Asin,7.17
Ogan Komering Ulu Selatan,7.82
Ogan Komering Ulu Timur,7.27
Ogan Ilir,7.58
Empat Lawang,7.38
Penukal Abab Lematang Ilir,6.58
Musi Rawas Utara,6.45
Kota Palembang,10.37
Kota Prabumulih,9.71
Kota Pagar Alam,9.08
Kota Lubuklinggau,9.51
BENGKULU,8.61
Bengkulu Selatan,9.01
Rejang Lebong,8.05
Bengkulu Utara,7.85
Kaur,8.24
Seluma,7.9
Mukomuko,7.88
Lebong,7.89
Kepahiang,7.92
Bengkulu Tengah,7.14
Kota Bengkulu,11.58
LAMPUNG,7.82
Lampung Barat,7.6
Tanggamus,6.96
Lampung Selatan,7.67
Lampung Timur,7.57
Lampung Tengah,7.51
Lampung Utara,8.19
Way Kanan,7.35
Tulangbawang,7.22
Pesawaran,7.47
Pringsewu,8.01
Mesuji,6.6
Tulang Bawang Barat,7.1
Pesisir Barat,7.59
Kota Bandar Lampung,10.9
Kota Metro,10.61
KEP. BANGKA BELITUNG,7.84
Bangka,8.2
Belitung,8.15
Bangka Barat,7.18
Bangka Tengah,6.8
Bangka Selatan,6.36
Belitung Timur,8.14
Kota Pangkal Pinang,9.78
KEPULAUAN RIAU,9.81
Karimun,7.81
Bintan,8.35
Natuna,8.71
Lingga,6.27
Kepulauan Anambas,6.7
Kota Batam,11.12
Kota Tanjung Pinang,9.98
DKI JAKARTA,11.05
Kep. Seribu,8.46
Kota Jakarta Selatan,11.57
Kota Jakarta Timur,11.64
Kota Jakarta Pusat,11.24
Kota Jakarta Barat,10.38
Kota Jakarta Utara,10.69
JAWA BARAT,8.15
Bogor,7.88
Sukabumi,6.8
Cianjur,6.93
Bandung,8.58
Garut,7.5
