Provinsi/Kabupaten/Kota/Indonesia,
,[Metode Baru] Rata-rata Lama Sekolah (Tahun)
,2014
ACEH,8.71
Simeulue,8.89
Aceh Singkil,7.48
Aceh Selatan,7.6
Aceh Tenggara,8.77
Aceh Timur,7.38
Aceh Tengah,9.31
Aceh Barat,8.17
Aceh Besar,9.61
Pidie,8.25
Bireuen,8.85
Aceh Utara,8.06
Aceh Barat Daya,7.89
Gayo Lues,7.04
Aceh Tamiang,7.71
Nagan Raya,7.93
Aceh Jaya,7.88
Bener Meriah,9
Pidie Jaya,8.3
Kota Banda Aceh,12.37
Kota Sabang,10.35
Kota Langsa,10.48
Kota Lhokseumawe,10.39
Kota Subulussalam,6.77
SUMATERA UTARA,8.93
Nias,4.75
Mandailing Natal,7.54
Tapanuli Selatan,8.22
Tapanuli Tengah,7.55
Tapanuli Utara,9.05
Toba Samosir / Toba,9.83
Labuhan Batu,8.68
Asahan,7.98
Simalungun,8.7
Dairi,8.59
Karo,9.33
Deli Serdang,9.46
Langkat,7.85
Nias Selatan,4.64
Humbang Hasundutan,8.88
Pakpak Bharat,8.39
Samosir,8.57
Serdang Bedagai,8.04
Batu Bara,7.72
Padang Lawas Utara,8.44
Padang Lawas,8.16
Labuhan Batu Selatan,8.67
Labuhan Batu Utara,8.27
Nias Utara,6.05
Nias Barat,5.73
Kota Sibolga,9.83
Kota Tanjung Balai,9.03
Kota Pematang Siantar,10.7
Kota Tebing Tinggi,10.05
Kota Medan,10.88
Kota Binjai,9.77
Kota Padangsidimpuan,10.13
Kota Gunungsitoli,8.17
SUMATERA BARAT,8.29
Kepulauan Mentawai,6.19
Pesisir Selatan,8.1
Solok,7.56
Sijunjung,7.32
Tanah Datar,7.8
Padang Pariaman,6.88
Agam,8.1
Lima Puluh Kota,7.59
Pasaman,7.62
Solok Selatan,7.97
Dharmasraya,7.99
Pasaman Barat,7.53
Kota Padang,10.93
Kota Solok,10.75
Kota Sawah Lunto,9.65
Kota Padang Panjang,10.79
Kota Bukittinggi,10.71
Kota Payakumbuh,9.96
Kota Pariaman,9.94
RIAU,8.47
Kuantan Singingi,8.17
Indragiri Hulu,7.55
Indragiri Hilir,6.81
Pelalawan,7.82
Siak,9.05
Kampar,8.62
Rokan Hulu,7.83
Bengkalis,8.8
Rokan Hilir,7.62
Kepulauan Meranti,7.44
Kota Pekanbaru,10.95
Kota Dumai,9.56
JAMBI,7.92
Kerinci,7.77
Merangin,7.04
Sarolangun,7.23
Batang Hari,7.43
Muaro Jambi,7.68
Tanjung Jabung Timur,5.93
Tanjung Jabung Barat,7.28
Tebo,7.48
Bungo,7.86
Kota Jambi,10.62
Kota Sungai Penuh,9.05
SUMATERA SELATAN,7.66
Ogan Komering Ulu,7.91
Ogan Komering Ilir,6.44
Muara Enim,7.19
Lahat,7.86
Musi Rawas,6.61
Musi Banyuasin,7.18
Banyu Asin,6.87
Ogan Komering Ulu Selatan,7.3
Ogan Komering Ulu Timur,7.05
Ogan Ilir,7.34
Empat Lawang,7.14
Penukal Abab Lematang Ilir,6.5
Musi Rawas Utara,6.06
Kota Palembang,10.23
Kota Prabumulih,9.6
Kota Pagar Alam,8.61
Kota Lubuklinggau,9.32
BENGKULU,8.28
Bengkulu Selatan,8.75
Rejang Lebong,7.6
Bengkulu Utara,7.8
Kaur,7.76
Seluma,7.37
Mukomuko,7.4
Lebong,7.62
Kepahiang,7.5
Bengkulu Tengah,6.86
Kota Bengkulu,11.44
LAMPUNG,7.48
Lampung Barat,7.25
Tanggamus,6.63
Lampung Selatan,7.01
Lampung Timur,7.16
Lampung Tengah,7.06
Lampung Utara,7.69
Way Kanan,6.76
Tulangbawang,7.1
Pesawaran,7.21
Pringsewu,7.53
Mesuji,5.8
Tulang Bawang Barat,6.81
Pesisir Barat,7.36
Kota Bandar Lampung,10.85
Kota Metro,10.54
KEP. BANGKA BELITUNG,7.35
Bangka,7.92
Belitung,8.07
Bangka Barat,6.57
Bangka Tengah,6.68
Bangka Selatan,5.87
Belitung Timur,7.89
Kota Pangkal Pinang,9.63
KEPULAUAN RIAU,9.64
Karimun,7.73
Bintan,8.3
Natuna,8.07
Lingga,5.53
Kepulauan Anambas,6.16
Kota Batam,10.8
Kota Tanjung Pinang,9.94
DKI JAKARTA,10.54
Kep. Seribu,8.03
Kota Jakarta Selatan,10.97
Kota Jakarta Timur,11.21
Kota Jakarta Pusat,10.87
Kota Jakarta Barat,10.13
Kota Jakarta Utara,9.85
JAWA BARAT,7.71
Bogor,7.74
Sukabumi,6.36
Cianjur,6.52
Bandung,8.34
Garut,6.83
