Provinsi/Kabupaten/Kota/Indonesia,
,[Metode Baru] Rata-rata Lama Sekolah (Tahun)
,2021
ACEH,9.37
Simeulue,9.48
Aceh Singkil,8.68
Aceh Selatan,8.88
Aceh Tenggara,9.67
Aceh Timur,8.21
Aceh Tengah,9.86
Aceh Barat,9.55
Aceh Besar,10.33
Pidie,9
Bireuen,9.29
Aceh Utara,8.64
Aceh Barat Daya,8.67
Gayo Lues,8.4
Aceh Tamiang,8.91
Nagan Raya,8.69
Aceh Jaya,8.71
Bener Meriah,10
Pidie Jaya,9.34
Kota Banda Aceh,12.83
Kota Sabang,11.18
Kota Langsa,11.12
Kota Lhokseumawe,11.11
Kota Subulussalam,8.03
SUMATERA UTARA,9.58
Nias,5.64
Mandailing Natal,8.63
Tapanuli Selatan,9.29
Tapanuli Tengah,8.84
Tapanuli Utara,9.99
Toba Samosir / Toba,10.57
Labuhan Batu,9.25
Asahan,8.8
Simalungun,9.61
Dairi,9.59
Karo,10
Deli Serdang,10.1
Langkat,8.66
Nias Selatan,6.06
Humbang Hasundutan,9.71
Pakpak Bharat,9.14
Samosir,9.44
Serdang Bedagai,8.69
Batu Bara,8.07
Padang Lawas Utara,9.38
Padang Lawas,9.02
Labuhan Batu Selatan,8.9
Labuhan Batu Utara,8.41
Nias Utara,6.77
Nias Barat,6.69
Kota Sibolga,10.41
Kota Tanjung Balai,9.45
Kota Pematang Siantar,11.29
Kota Tebing Tinggi,10.44
Kota Medan,11.48
Kota Binjai,10.94
Kota Padangsidimpuan,11.09
Kota Gunungsitoli,8.62
SUMATERA BARAT,9.07
Kepulauan Mentawai,7.2
Pesisir Selatan,8.27
Solok,7.87
Sijunjung,8.12
Tanah Datar,8.62
Padang Pariaman,7.88
Agam,8.97
Lima Puluh Kota,8.07
Pasaman,8.1
Solok Selatan,8.32
Dharmasraya,8.55
Pasaman Barat,8.27
Kota Padang,11.59
Kota Solok,11.04
Kota Sawah Lunto,10.32
Kota Padang Panjang,11.63
Kota Bukittinggi,11.34
Kota Payakumbuh,10.81
Kota Pariaman,10.67
RIAU,9.19
Kuantan Singingi,8.75
Indragiri Hulu,8.39
Indragiri Hilir,7.24
Pelalawan,8.7
Siak,9.86
Kampar,9.27
Rokan Hulu,8.54
Bengkalis,9.7
Rokan Hilir,8.26
Kepulauan Meranti,7.84
Kota Pekanbaru,11.92
Kota Dumai,10.14
JAMBI,8.6
Kerinci,8.56
Merangin,7.9
Sarolangun,8.04
Batang Hari,8.12
Muaro Jambi,8.58
Tanjung Jabung Timur,6.92
Tanjung Jabung Barat,8
Tebo,7.59
Bungo,8.28
Kota Jambi,11.2
Kota Sungai Penuh,10.33
SUMATERA SELATAN,8.3
Ogan Komering Ulu,8.71
Ogan Komering Ilir,7.05
Muara Enim,7.8
Lahat,8.52
Musi Rawas,7.53
Musi Banyuasin,7.63
Banyu Asin,7.44
Ogan Komering Ulu Selatan,7.85
Ogan Komering Ulu Timur,7.56
Ogan Ilir,7.87
Empat Lawang,7.64
Penukal Abab Lematang Ilir,7.05
Musi Rawas Utara,7.09
Kota Palembang,10.75
Kota Prabumulih,9.97
Kota Pagar Alam,9.4
Kota Lubuklinggau,9.9
BENGKULU,8.87
Bengkulu Selatan,9.27
Rejang Lebong,8.33
Bengkulu Utara,8.09
Kaur,8.38
Seluma,8
Mukomuko,8.3
Lebong,8.18
Kepahiang,8.29
Bengkulu Tengah,7.48
Kota Bengkulu,11.8
LAMPUNG,8.08
Lampung Barat,8.07
Tanggamus,7.34
Lampung Selatan,7.7
Lampung Timur,7.77
Lampung Tengah,7.59
Lampung Utara,8.34
Way Kanan,7.71
Tulangbawang,7.55
Pesawaran,7.71
Pringsewu,8.39
Mesuji,7.08
Tulang Bawang Barat,7.39
Pesisir Barat,8.19
Kota Bandar Lampung,10.95
Kota Metro,10.97
KEP. BANGKA BELITUNG,8.08
Bangka,8.25
Belitung,8.47
Bangka Barat,7.44
Bangka Tengah,7.2
Bangka Selatan,6.71
Belitung Timur,8.47
Kota Pangkal Pinang,10.13
KEPULAUAN RIAU,10.18
Karimun,8.18
Bintan,8.67
Natuna,8.92
Lingga,6.88
Kepulauan Anambas,7.34
Kota Batam,11.15
Kota Tanjung Pinang,10.26
DKI JAKARTA,11.17
Kep. Seribu,8.81
Kota Jakarta Selatan,11.64
Kota Jakarta Timur,11.67
Kota Jakarta Pusat,11.39
Kota Jakarta Barat,10.78
Kota Jakarta Utara,10.81
JAWA BARAT,8.61
Bogor,8.31
Sukabumi,7.1
Cianjur,7.19
Bandung,9.07
Garut,7.53
