38 Provinsi,
,Realisasi Investasi Penanaman Modal Dalam Negeri Menurut Lokasi - Jumlah Investasi (Milyar Rupiah)
,2012
ACEH,60.2
SUMATERA UTARA,2550.3
SUMATERA BARAT,885.3
RIAU,5450.4
JAMBI,1445.7
SUMATERA SELATAN,2930.6
BENGKULU,52.6
LAMPUNG,304.2
KEP. BANGKA BELITUNG,533.5
KEP. RIAU,43.5
DKI JAKARTA,8540.1
JAWA BARAT,11384
JAWA TENGAH,5797.1
DI YOGYAKARTA,334
JAWA TIMUR,21520.3
BANTEN,5117.5
BALI,3108
NUSA TENGGARA BARAT,45.4
NUSA TENGGARA TIMUR,14.4
KALIMANTAN BARAT,2811
KALIMANTAN TENGAH,4529.6
KALIMANTAN SELATAN,3509.8
KALIMANTAN TIMUR,5889.3
KALIMANTAN UTARA,-
SULAWESI UTARA,678.5
SULAWESI TENGAH,602.8
SULAWESI SELATAN,2318.9
SULAWESI TENGGARA,907.3
GORONTALO,164.9
SULAWESI BARAT,228.6
MALUKU,3.4
MALUKU UTARA,320.5
PAPUA BARAT,45.8
PAPUA BARAT DAYA,-
PAPUA,54.7
PAPUA SELATAN,-
PAPUA TENGAH,-
PAPUA PEGUNUNGAN,-
INDONESIA,92182
