38 Provinsi,
,Realisasi Investasi Penanaman Modal Dalam Negeri Menurut Lokasi - Jumlah Investasi (Milyar Rupiah)
,2021
ACEH,7904.7
SUMATERA UTARA,18484.5
SUMATERA BARAT,4183.7
RIAU,24997.8
JAMBI,6204.2
SUMATERA SELATAN,16266.9
BENGKULU,4923.5
LAMPUNG,10513.2
KEP. BANGKA BELITUNG,3677.4
KEP. RIAU,9768.7
DKI JAKARTA,54708.2
JAWA BARAT,59948.5
JAWA TENGAH,31311.2
DI YOGYAKARTA,2761.3
JAWA TIMUR,52552.2
BANTEN,25989.5
BALI,6355.2
NUSA TENGGARA BARAT,9090.5
NUSA TENGGARA TIMUR,3742.6
KALIMANTAN BARAT,10773.4
KALIMANTAN TENGAH,6359.8
KALIMANTAN SELATAN,11003.9
KALIMANTAN TIMUR,30297.4
KALIMANTAN UTARA,3792.5
SULAWESI UTARA,3480
SULAWESI TENGAH,3012.3
SULAWESI SELATAN,12075.4
SULAWESI TENGGARA,4334.2
GORONTALO,1004.3
SULAWESI BARAT,395.3
MALUKU,2939.7
MALUKU UTARA,2665.3
PAPUA BARAT,635.6
PAPUA BARAT DAYA,-
PAPUA,910.8
PAPUA SELATAN,-
PAPUA TENGAH,-
PAPUA PEGUNUNGAN,-
INDONESIA,447063.6
