38 Provinsi,
,Realisasi Investasi Penanaman Modal Dalam Negeri Menurut Lokasi - Jumlah Investasi (Milyar Rupiah)
,2011
ACEH,259.4
SUMATERA UTARA,1673
SUMATERA BARAT,1026.2
RIAU,7462.6
JAMBI,2134.9
SUMATERA SELATAN,1068.9
BENGKULU,-
LAMPUNG,824.4
KEP. BANGKA BELITUNG,514.4
KEP. RIAU,1370.4
DKI JAKARTA,9256.4
JAWA BARAT,11194.3
JAWA TENGAH,2737.8
DI YOGYAKARTA,1.6
JAWA TIMUR,9687.5
BANTEN,4298.6
BALI,313.4
NUSA TENGGARA BARAT,42.3
NUSA TENGGARA TIMUR,1
KALIMANTAN BARAT,1404
KALIMANTAN TENGAH,3376
KALIMANTAN SELATAN,2118.3
KALIMANTAN TIMUR,6569.1
KALIMANTAN UTARA,-
SULAWESI UTARA,331.6
SULAWESI TENGAH,2620.2
SULAWESI SELATAN,3986.3
SULAWESI TENGGARA,59
GORONTALO,11.8
SULAWESI BARAT,218.6
MALUKU,0.1
MALUKU UTARA,13.5
PAPUA BARAT,47.2
PAPUA BARAT DAYA,-
PAPUA,1378.9
PAPUA SELATAN,-
PAPUA TENGAH,-
PAPUA PEGUNUNGAN,-
INDONESIA,76000.7
