38 Provinsi,
,Realisasi Investasi Penanaman Modal Dalam Negeri Menurut Lokasi - Jumlah Investasi (Milyar Rupiah)
,2015
ACEH,4192.4
SUMATERA UTARA,4287.4
SUMATERA BARAT,1552.5
RIAU,9943
JAMBI,3540.2
SUMATERA SELATAN,10944.1
BENGKULU,553.9
LAMPUNG,1102.3
KEP. BANGKA BELITUNG,1023.7
KEP. RIAU,612.1
DKI JAKARTA,15512.7
JAWA BARAT,26272.9
JAWA TENGAH,15410.7
DI YOGYAKARTA,362.4
JAWA TIMUR,35489.8
BANTEN,10709.9
BALI,1250.4
NUSA TENGGARA BARAT,347.8
NUSA TENGGARA TIMUR,1295.7
KALIMANTAN BARAT,6143.5
KALIMANTAN TENGAH,1270.1
KALIMANTAN SELATAN,2060.4
KALIMANTAN TIMUR,9611.3
KALIMANTAN UTARA,921.8
SULAWESI UTARA,270.6
SULAWESI TENGAH,968.4
SULAWESI SELATAN,9215.3
SULAWESI TENGGARA,2015.4
GORONTALO,94.3
SULAWESI BARAT,1103.8
MALUKU,-
MALUKU UTARA,48.2
PAPUA BARAT,63.4
PAPUA BARAT DAYA,-
PAPUA,1275.2
PAPUA SELATAN,-
PAPUA TENGAH,-
PAPUA PEGUNUNGAN,-
INDONESIA,179465.9
