38 Provinsi,
,Realisasi Investasi Penanaman Modal Dalam Negeri Menurut Lokasi - Jumlah Investasi (Milyar Rupiah)
,2023
ACEH,8883.3
SUMATERA UTARA,21574
SUMATERA BARAT,4488.2
RIAU,48243.3
JAMBI,8939
SUMATERA SELATAN,25602.4
BENGKULU,7218.7
LAMPUNG,7625.8
KEP. BANGKA BELITUNG,7961.4
KEP. RIAU,8856.6
DKI JAKARTA,95202.1
JAWA BARAT,88012.9
JAWA TENGAH,32987.2
DI YOGYAKARTA,5015.5
JAWA TIMUR,74937.4
BANTEN,37971.7
BALI,6950.8
NUSA TENGGARA BARAT,30766.2
NUSA TENGGARA TIMUR,3407.2
KALIMANTAN BARAT,14892
KALIMANTAN TENGAH,8779.5
KALIMANTAN SELATAN,14909.4
KALIMANTAN TIMUR,52171.7
KALIMANTAN UTARA,8199.1
SULAWESI UTARA,7698.2
SULAWESI TENGAH,4772.5
SULAWESI SELATAN,11468.3
SULAWESI TENGGARA,7734.6
GORONTALO,3960.1
SULAWESI BARAT,2011.1
MALUKU,1904.5
MALUKU UTARA,6901
PAPUA BARAT,1261.9
PAPUA BARAT DAYA,1708.7
PAPUA,1174.1
PAPUA SELATAN,152.5
PAPUA TENGAH,458.8
PAPUA PEGUNUNGAN,121.8
INDONESIA,674923.4
