38 Provinsi,
,Persentase Tenaga Kerja Formal Menurut Provinsi (Persen)
,2023
ACEH,40.14
SUMATERA UTARA,41.48
SUMATERA BARAT,35.81
RIAU,47.87
JAMBI,40.27
SUMATERA SELATAN,37.03
BENGKULU,32.23
LAMPUNG,29.33
KEP. BANGKA BELITUNG,48.93
KEP. RIAU,66.33
DKI JAKARTA,63.77
JAWA BARAT,44.85
JAWA TENGAH,39.61
DI YOGYAKARTA,46.22
JAWA TIMUR,36.89
BANTEN,53.69
BALI,47.65
NUSA TENGGARA BARAT,27.7
NUSA TENGGARA TIMUR,25.49
KALIMANTAN BARAT,40.31
KALIMANTAN TENGAH,48.14
KALIMANTAN SELATAN,44.75
KALIMANTAN TIMUR,55.33
KALIMANTAN UTARA,48.62
SULAWESI UTARA,41.86
SULAWESI TENGAH,33.9
SULAWESI SELATAN,37.23
SULAWESI TENGGARA,38.16
GORONTALO,36.27
SULAWESI BARAT,26.65
MALUKU,34.58
MALUKU UTARA,33.92
PAPUA BARAT,41.45
PAPUA BARAT DAYA,-
PAPUA,15.57
PAPUA SELATAN,-
PAPUA TENGAH,-
PAPUA PEGUNUNGAN,-
INDONESIA,40.89
