38 Provinsi,
,Persentase Tenaga Kerja Formal Menurut Provinsi (Persen)
,2025
ACEH,36.09
SUMATERA UTARA,42.74
SUMATERA BARAT,35.67
RIAU,48
JAMBI,42.73
SUMATERA SELATAN,36.87
BENGKULU,34.83
LAMPUNG,35.28
KEP. BANGKA BELITUNG,48.71
KEP. RIAU,65.75
DKI JAKARTA,63.37
JAWA BARAT,45.05
JAWA TENGAH,41.21
DI YOGYAKARTA,46.03
JAWA TIMUR,38.27
BANTEN,54.88
BALI,49.53
NUSA TENGGARA BARAT,31.58
NUSA TENGGARA TIMUR,31.56
KALIMANTAN BARAT,43.61
KALIMANTAN TENGAH,49.85
KALIMANTAN SELATAN,46.52
KALIMANTAN TIMUR,56.78
KALIMANTAN UTARA,51.56
SULAWESI UTARA,45.44
SULAWESI TENGAH,35.43
SULAWESI SELATAN,39.55
SULAWESI TENGGARA,38.87
GORONTALO,38.86
SULAWESI BARAT,29.37
MALUKU,33.94
MALUKU UTARA,35.49
PAPUA BARAT,36.81
PAPUA BARAT DAYA,44.34
PAPUA,47.12
PAPUA SELATAN,34.12
PAPUA TENGAH,15.28
PAPUA PEGUNUNGAN,4.7
INDONESIA,42.2
