38 Provinsi,
,Persentase Tenaga Kerja Formal Menurut Provinsi (Persen)
,2021
ACEH,39.31
SUMATERA UTARA,40.67
SUMATERA BARAT,35.23
RIAU,45.43
JAMBI,37.99
SUMATERA SELATAN,35.84
BENGKULU,31.84
LAMPUNG,28.69
KEP. BANGKA BELITUNG,49.07
KEP. RIAU,64.8
DKI JAKARTA,61.74
JAWA BARAT,45.39
JAWA TENGAH,39.62
DI YOGYAKARTA,44.64
JAWA TIMUR,37.36
BANTEN,51.13
BALI,42.9
NUSA TENGGARA BARAT,26.11
NUSA TENGGARA TIMUR,24.03
KALIMANTAN BARAT,39.13
KALIMANTAN TENGAH,44.5
KALIMANTAN SELATAN,40.37
KALIMANTAN TIMUR,53.51
KALIMANTAN UTARA,49.26
SULAWESI UTARA,39.3
SULAWESI TENGAH,32.68
SULAWESI SELATAN,36.76
SULAWESI TENGGARA,37.19
GORONTALO,37.61
SULAWESI BARAT,27.2
MALUKU,35.59
MALUKU UTARA,36.44
PAPUA BARAT,42.08
PAPUA BARAT DAYA,-
PAPUA,19.53
PAPUA SELATAN,-
PAPUA TENGAH,-
PAPUA PEGUNUNGAN,-
INDONESIA,40.55
