38 Provinsi,
,Persentase Tenaga Kerja Formal Menurut Provinsi (Persen)
,2018
ACEH,40.56
SUMATERA UTARA,43.43
SUMATERA BARAT,36.06
RIAU,45.05
JAMBI,43.55
SUMATERA SELATAN,38.78
BENGKULU,31.16
LAMPUNG,29.21
KEP. BANGKA BELITUNG,49.57
KEP. RIAU,68.22
DKI JAKARTA,69.85
JAWA BARAT,51.79
JAWA TENGAH,39.33
DI YOGYAKARTA,45.55
JAWA TIMUR,38.12
BANTEN,56.01
BALI,50.62
NUSA TENGGARA BARAT,28.19
NUSA TENGGARA TIMUR,24.35
KALIMANTAN BARAT,40.45
KALIMANTAN TENGAH,47.63
KALIMANTAN SELATAN,39.92
KALIMANTAN TIMUR,58.84
KALIMANTAN UTARA,57.05
SULAWESI UTARA,44.39
SULAWESI TENGAH,33.34
SULAWESI SELATAN,36.68
SULAWESI TENGGARA,36.91
GORONTALO,38.22
SULAWESI BARAT,25.31
MALUKU,35.63
MALUKU UTARA,33.08
PAPUA BARAT,45.7
PAPUA BARAT DAYA,-
PAPUA,21.89
PAPUA SELATAN,-
PAPUA TENGAH,-
PAPUA PEGUNUNGAN,-
INDONESIA,43.02
