38 Provinsi,
,Persentase Tenaga Kerja Formal Menurut Provinsi (Persen)
,2016
ACEH,42.83
SUMATERA UTARA,40.02
SUMATERA BARAT,38.2
RIAU,46.37
JAMBI,37.91
SUMATERA SELATAN,39.29
BENGKULU,34.08
LAMPUNG,29.9
KEP. BANGKA BELITUNG,44.43
KEP. RIAU,66.2
DKI JAKARTA,68.71
JAWA BARAT,51.36
JAWA TENGAH,37.83
DI YOGYAKARTA,45.09
JAWA TIMUR,37.88
BANTEN,61.51
BALI,45.68
NUSA TENGGARA BARAT,26.89
NUSA TENGGARA TIMUR,25.2
KALIMANTAN BARAT,38.19
KALIMANTAN TENGAH,41.35
KALIMANTAN SELATAN,37.81
KALIMANTAN TIMUR,55.25
KALIMANTAN UTARA,56.98
SULAWESI UTARA,38.68
SULAWESI TENGAH,33.55
SULAWESI SELATAN,35.11
SULAWESI TENGGARA,31.47
GORONTALO,39.69
SULAWESI BARAT,29.85
MALUKU,35.76
MALUKU UTARA,35.97
PAPUA BARAT,40.57
PAPUA BARAT DAYA,-
PAPUA,21.63
PAPUA SELATAN,-
PAPUA TENGAH,-
PAPUA PEGUNUNGAN,-
INDONESIA,42.4
