38 Provinsi,
,Persentase Tenaga Kerja Formal Menurut Provinsi (Persen)
,2022
ACEH,38.55
SUMATERA UTARA,40.93
SUMATERA BARAT,34.74
RIAU,45.98
JAMBI,40.02
SUMATERA SELATAN,36.72
BENGKULU,32.46
LAMPUNG,28.49
KEP. BANGKA BELITUNG,50.37
KEP. RIAU,63.68
DKI JAKARTA,63.12
JAWA BARAT,45.39
JAWA TENGAH,39.84
DI YOGYAKARTA,46.62
JAWA TIMUR,36.14
BANTEN,52.04
BALI,46.57
NUSA TENGGARA BARAT,24.64
NUSA TENGGARA TIMUR,24.76
KALIMANTAN BARAT,41.23
KALIMANTAN TENGAH,48.5
KALIMANTAN SELATAN,42.7
KALIMANTAN TIMUR,55.74
KALIMANTAN UTARA,51
SULAWESI UTARA,40.85
SULAWESI TENGAH,32.13
SULAWESI SELATAN,36.45
SULAWESI TENGGARA,37.61
GORONTALO,35.03
SULAWESI BARAT,22.75
MALUKU,36.7
MALUKU UTARA,34.37
PAPUA BARAT,39.72
PAPUA BARAT DAYA,-
PAPUA,15.89
PAPUA SELATAN,-
PAPUA TENGAH,-
PAPUA PEGUNUNGAN,-
INDONESIA,40.69
