38 Provinsi,
,Persentase Tenaga Kerja Formal Menurut Provinsi (Persen)
,2019
ACEH,42.88
SUMATERA UTARA,45
SUMATERA BARAT,37.87
RIAU,47.78
JAMBI,42.94
SUMATERA SELATAN,39.48
BENGKULU,34.88
LAMPUNG,31.51
KEP. BANGKA BELITUNG,53.18
KEP. RIAU,70.43
DKI JAKARTA,68.65
JAWA BARAT,49.8
JAWA TENGAH,42.01
DI YOGYAKARTA,48.36
JAWA TIMUR,39.36
BANTEN,57.86
BALI,50.54
NUSA TENGGARA BARAT,28.98
NUSA TENGGARA TIMUR,27.74
KALIMANTAN BARAT,39.89
KALIMANTAN TENGAH,48.98
KALIMANTAN SELATAN,43.18
KALIMANTAN TIMUR,58.24
KALIMANTAN UTARA,53.31
SULAWESI UTARA,45.19
SULAWESI TENGAH,37.03
SULAWESI SELATAN,39.45
SULAWESI TENGGARA,37.45
GORONTALO,41.34
SULAWESI BARAT,28.09
MALUKU,38.02
MALUKU UTARA,38.31
PAPUA BARAT,47.75
PAPUA BARAT DAYA,-
PAPUA,20.71
PAPUA SELATAN,-
PAPUA TENGAH,-
PAPUA PEGUNUNGAN,-
INDONESIA,44.12
