38 Provinsi,
,Persentase Tenaga Kerja Formal Menurut Provinsi (Persen)
,2024
ACEH,39.83
SUMATERA UTARA,42.65
SUMATERA BARAT,37.45
RIAU,49.93
JAMBI,41.65
SUMATERA SELATAN,37.66
BENGKULU,33.99
LAMPUNG,30.86
KEP. BANGKA BELITUNG,48.86
KEP. RIAU,68.45
DKI JAKARTA,63.69
JAWA BARAT,45.61
JAWA TENGAH,40.36
DI YOGYAKARTA,46.88
JAWA TIMUR,38.51
BANTEN,53.79
BALI,49.32
NUSA TENGGARA BARAT,29.49
NUSA TENGGARA TIMUR,26.68
KALIMANTAN BARAT,43.98
KALIMANTAN TENGAH,50.67
KALIMANTAN SELATAN,46.44
KALIMANTAN TIMUR,57.68
KALIMANTAN UTARA,49.59
SULAWESI UTARA,44.53
SULAWESI TENGAH,34.57
SULAWESI SELATAN,39.5
SULAWESI TENGGARA,38.08
GORONTALO,38.55
SULAWESI BARAT,27.92
MALUKU,34.96
MALUKU UTARA,35.24
PAPUA BARAT,37.13
PAPUA BARAT DAYA,43.04
PAPUA,42.72
PAPUA SELATAN,33.16
PAPUA TENGAH,12.98
PAPUA PEGUNUNGAN,4.24
INDONESIA,42.05
