Provinsi di Indonesia,
,Upah Minimum Provinsi (UMP) per Bulan Menurut Provinsi di Indonesia (rupiah)
,2021
Aceh,3165031
Sumatera Utara,2499423
Sumatera Barat,2484041
Riau,2888564
Jambi,2630162
Sumatera Selatan,3144446
Bengkulu,2215000
Lampung,2432002
Kepulauan Bangka Belitung,3230024
Kepulauan Riau,3005460
DKI Jakarta,4416187
Jawa Barat,1810351
Jawa Tengah,1798979
DI Yogyakarta,1765000
Jawa Timur,1868777
Banten,2460997
Bali,2494000
Nusa Tenggara Barat,2183883
Nusa Tenggara Timur,1950000
Kalimantan Barat,2399699
Kalimantan Tengah,2903145
Kalimantan Selatan,2877449
Kalimantan Timur,2981379
Kalimantan Utara,3000804
Sulawesi Utara,3310723
Sulawesi Tengah,2303711
Sulawesi Selatan,3165876
Sulawesi Tenggara,2552015
Gorontalo,2788826
Sulawesi Barat,2678863
Maluku,2604961
Maluku Utara,2721530
Papua Barat,3134600
Papua Barat Daya,-
Papua,3516700
Papua Selatan,-
Papua Tengah,-
Papua Pegunungan,-
