Provinsi di Indonesia,
,Upah Minimum Provinsi (UMP) per Bulan Menurut Provinsi di Indonesia (rupiah)
,2022
Aceh,3166460
Sumatera Utara,2522610
Sumatera Barat,2512539
Riau,2938564
Jambi,2698941
Sumatera Selatan,3144446
Bengkulu,2238094
Lampung,2440486
Kepulauan Bangka Belitung,3264884
Kepulauan Riau,3050172
DKI Jakarta,4641854
Jawa Barat,1841487
Jawa Tengah,1812935
DI Yogyakarta,1840916
Jawa Timur,1891567
Banten,2501203
Bali,2516971
Nusa Tenggara Barat,2207212
Nusa Tenggara Timur,1975000
Kalimantan Barat,2434328
Kalimantan Tengah,2922516
Kalimantan Selatan,2906473
Kalimantan Timur,3014497
Kalimantan Utara,3016738
Sulawesi Utara,3310723
Sulawesi Tengah,2390739
Sulawesi Selatan,3165876
Sulawesi Tenggara,2576017
Gorontalo,2800580
Sulawesi Barat,2678863
Maluku,2619313
Maluku Utara,2862231
Papua Barat,3200000
Papua Barat Daya,-
Papua,3561932
Papua Selatan,-
Papua Tengah,-
Papua Pegunungan,-
